Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CareerProgressionRatio,YearsWithoutPromotion,AnnualSalary,SalaryHikeImpact,WorkLoadIndex,BusinessTravel_Encoded,Department_Encoded,Education_Encoded,EducationField_Encoded,EnvironmentSatisfaction_Encoded,Gender_Encoded,JobInvolvement_Encoded,JobRole_Encoded,JobSatisfaction_Encoded,MaritalStatus_Encoded,OverTime_Encoded,PerformanceRating_Encoded,RelationshipSatisfaction_Encoded,WorkLifeBalance_Encoded
26,0,Travel_Frequently,1283,Sales,1,Bachelor,Medical,High,Male,52,Medium,2,Sales Executive,Low,Single,4294,11148,1,No,12,Excellent,Medium,0,7,2,Better,7,7,0,7,2.25,0.125,7,51528,51528,2,1,2,0,3,0,1,2,7,1,2,0,0,2,2
41,0,Travel_Rarely,263,Research & Development,6,Bachelor,Medical,Very High,Male,59,High,1,Laboratory Technician,Low,Single,4721,3119,2,Yes,13,Excellent,High,0,20,3,Better,18,13,2,17,2.75,0.15789473684210525,11,56652,61373,6,2,1,0,3,3,1,0,2,1,2,1,0,0,2
36,0,Travel_Rarely,938,Research & Development,2,Master,Medical,High,Male,79,High,1,Laboratory Technician,High,Single,2519,12287,4,No,21,Outstanding,High,0,16,6,Better,11,8,3,9,3.0,0.3333333333333333,5,30228,52899,3,2,1,4,3,0,1,0,2,0,2,0,1,0,2
19,1,Travel_Rarely,419,Sales,21,Bachelor,Other,Very High,Male,37,Medium,1,Sales Representative,Medium,Single,2121,9947,1,Yes,13,Excellent,Medium,0,1,3,Best,1,0,0,0,3.0,0.5,0,25452,27573,4,2,2,0,4,3,1,2,8,2,2,1,0,2,1
20,1,Travel_Rarely,129,Research & Development,4,Bachelor,Technical Degree,Low,Male,84,High,1,Laboratory Technician,Low,Single,2973,13008,1,No,19,Excellent,Medium,0,1,2,Better,1,0,0,0,1.75,0.5,0,35676,56487,3,2,1,0,5,1,1,0,2,1,2,0,0,2,2
31,0,Travel_Rarely,616,Research & Development,12,Bachelor,Medical,Very High,Female,41,High,2,Healthcare Representative,Very High,Married,5855,17369,0,Yes,11,Excellent,High,2,10,2,Bad,9,7,8,5,3.0,0.9,-1,70260,64405,6,2,1,0,3,3,0,0,0,3,1,1,0,0,0
40,0,Travel_Frequently,1469,Research & Development,9,Master,Medical,Very High,Male,35,High,1,Research Scientist,Medium,Divorced,3617,25063,8,Yes,14,Excellent,Very High,1,3,2,Better,1,1,0,0,3.25,0.5,1,43404,50638,6,1,1,4,3,3,1,0,6,2,0,1,0,3,2
32,0,Travel_Rarely,498,Research & Development,3,Master,Medical,High,Female,93,High,2,Manufacturing Director,Low,Married,6725,13554,1,No,12,Excellent,High,1,8,2,Best,8,7,6,3,2.75,0.7777777777777778,1,80700,80700,3,2,1,4,3,0,0,0,4,1,1,0,0,0,1
36,1,Travel_Rarely,530,Sales,3,Below College,Life Sciences,High,Male,51,Medium,3,Sales Executive,Very High,Married,10325,5518,1,Yes,11,Excellent,Low,1,16,6,Better,16,7,3,7,2.75,0.23529411764705882,4,123900,113575,4,2,2,1,1,0,1,2,7,3,1,1,0,1,2
33,0,Travel_Rarely,1069,Research & Development,1,Bachelor,Life Sciences,Medium,Female,42,Medium,2,Healthcare Representative,Very High,Single,6949,12291,0,No,14,Excellent,Low,0,6,3,Better,5,0,1,4,2.5,0.3333333333333333,-1,83388,97286,2,2,1,0,1,2,0,2,0,3,2,0,0,1,2
37,1,Travel_Rarely,625,Sales,1,Master,Life Sciences,Low,Male,46,Medium,3,Sales Executive,High,Married,10609,14922,5,No,11,Excellent,High,0,17,2,Bad,14,1,11,7,2.0,0.8,-10,127308,116699,2,2,2,4,1,1,1,2,7,0,1,0,0,0,0
45,0,Non-Travel,805,Research & Development,4,College,Life Sciences,High,Male,57,High,2,Laboratory Technician,Medium,Married,4447,23163,1,No,12,Excellent,Medium,0,9,5,Good,9,7,0,8,2.25,0.1,7,53364,53364,3,0,1,2,1,0,1,0,2,2,1,0,0,2,3
29,0,Travel_Frequently,1404,Sales,20,Bachelor,Technical Degree,High,Female,84,High,1,Sales Representative,Very High,Married,2157,18203,1,No,15,Excellent,Medium,1,3,5,Better,3,1,0,2,3.0,0.25,1,25884,32355,3,1,2,0,5,0,0,0,8,3,1,0,0,2,2
35,0,Travel_Rarely,1219,Sales,18,Bachelor,Medical,High,Female,86,High,2,Sales Executive,High,Married,4601,6179,1,No,16,Excellent,Medium,0,5,3,Better,5,2,1,0,2.75,0.3333333333333333,1,55212,73616,3,2,2,0,3,0,0,0,7,0,1,0,0,2,2
52,0,Travel_Rarely,1053,Research & Development,1,College,Life Sciences,Very High,Male,70,High,4,Manager,Very High,Married,17099,13829,2,No,15,Excellent,Medium,1,26,2,Good,9,8,7,8,3.0,0.8,1,205188,256485,3,2,1,2,1,3,1,0,3,3,1,0,0,2,3
58,1,Travel_Rarely,289,Research & Development,2,Bachelor,Technical Degree,Very High,Male,51,High,1,Research Scientist,High,Single,2479,26227,4,No,24,Outstanding,Low,0,7,4,Better,1,0,0,0,2.75,0.5,0,29748,59496,3,2,1,0,5,3,1,0,6,0,2,0,1,1,2
53,0,Travel_Rarely,1376,Sales,2,College,Medical,High,Male,45,High,4,Manager,High,Divorced,14852,13938,6,No,13,Excellent,High,1,22,3,Best,17,13,15,2,3.25,0.8888888888888888,-2,178224,193076,3,2,2,2,3,0,1,0,3,0,0,0,0,0,1
30,0,Travel_Rarely,231,Sales,8,College,Other,High,Male,62,High,3,Sales Executive,High,Divorced,7264,9977,5,No,11,Excellent,Low,1,10,2,Best,8,4,7,7,2.75,0.8888888888888888,-3,87168,79904,3,2,2,2,4,0,1,0,7,0,0,0,0,1,1
38,0,Non-Travel,152,Sales,10,Bachelor,Technical Degree,High,Female,85,High,2,Sales Executive,Very High,Single,5666,19899,1,Yes,13,Excellent,Medium,0,6,1,Better,5,3,1,3,3.0,0.3333333333333333,2,67992,73658,6,0,2,0,5,0,0,0,7,3,2,1,0,2,2
35,0,Travel_Rarely,882,Sales,3,Master,Life Sciences,Very High,Male,92,High,3,Sales Executive,Very High,Divorced,7823,6812,6,No,13,Excellent,Medium,1,12,2,Better,10,9,0,8,3.25,0.09090909090909091,9,93876,101699,3,2,2,4,1,3,1,0,7,3,0,0,0,2,2
39,0,Travel_Rarely,903,Sales,2,Doctor,Life Sciences,Low,Male,41,Very High,3,Sales Executive,High,Single,7880,2560,0,No,18,Excellent,Very High,0,9,3,Better,8,7,0,7,2.75,0.1111111111111111,7,94560,141840,4,2,2,3,1,1,1,3,7,0,2,0,0,3,2
40,1,Non-Travel,1479,Sales,24,Bachelor,Life Sciences,Medium,Female,100,Very High,4,Sales Executive,Medium,Single,13194,17071,4,Yes,16,Excellent,Very High,0,22,2,Good,1,0,0,0,2.5,0.5,0,158328,211104,8,0,2,0,1,2,0,3,7,2,2,1,0,3,3
47,0,Travel_Frequently,1379,Research & Development,16,Master,Medical,High,Male,64,Very High,2,Manufacturing Director,High,Divorced,5067,6759,1,Yes,19,Excellent,High,0,20,3,Best,19,10,2,7,3.25,0.15,8,60804,96273,8,1,1,4,3,0,1,3,4,0,0,1,0,0,1
36,0,Non-Travel,1229,Sales,8,Master,Technical Degree,Low,Male,84,High,2,Sales Executive,Very High,Divorced,5079,25952,4,No,13,Excellent,Very High,2,12,3,Better,7,7,0,7,3.0,0.125,7,60948,66027,3,0,2,4,5,1,1,0,7,3,0,0,0,3,2
31,1,Non-Travel,335,Research & Development,9,College,Medical,High,Male,46,Medium,1,Research Scientist,Low,Single,2321,10322,0,Yes,22,Outstanding,Low,0,4,0,Better,3,2,1,2,2.0,0.5,1,27852,51062,4,0,1,2,3,0,1,2,6,1,2,1,1,1,2
33,0,Non-Travel,722,Sales,17,Bachelor,Life Sciences,Very High,Male,38,High,4,Manager,High,Single,17444,20489,1,No,11,Excellent,Very High,0,10,2,Better,10,8,6,0,3.5,0.6363636363636364,2,209328,191884,3,0,2,0,1,3,1,0,3,0,2,0,0,3,2
29,1,Travel_Rarely,906,Research & Development,10,Bachelor,Life Sciences,Very High,Female,92,Medium,1,Research Scientist,Low,Single,2404,11479,6,Yes,20,Outstanding,High,0,3,5,Better,0,0,0,0,2.75,1.0,0,28848,48080,4,2,1,0,1,3,0,2,6,1,2,1,1,0,2
33,0,Travel_Rarely,461,Research & Development,13,Below College,Life Sciences,Medium,Female,53,High,1,Research Scientist,Very High,Single,3452,17241,3,No,18,Excellent,Low,0,5,4,Better,3,2,0,2,2.5,0.25,2,41424,62136,3,2,1,1,1,2,0,0,6,3,2,0,0,1,2
45,0,Travel_Rarely,974,Research & Development,1,Master,Medical,Very High,Female,91,High,1,Laboratory Technician,Very High,Divorced,2270,11005,3,No,14,Excellent,Very High,2,8,2,Better,5,3,0,2,3.75,0.16666666666666666,3,27240,31780,3,2,1,4,3,3,0,0,2,3,0,0,0,3,2
50,0,Travel_Rarely,1126,Research & Development,1,College,Medical,Very High,Male,66,High,4,Research Director,Very High,Divorced,17399,6615,9,No,22,Outstanding,High,1,32,1,Good,5,4,1,3,3.25,0.3333333333333333,3,208788,382778,3,2,1,2,3,3,1,0,5,3,0,0,1,0,3
33,0,Travel_Frequently,827,Research & Development,1,Master,Other,High,Female,84,Very High,2,Healthcare Representative,Medium,Married,5488,20161,1,Yes,13,Excellent,Low,1,6,2,Better,6,5,1,2,2.25,0.2857142857142857,4,65856,71344,8,1,1,4,4,0,0,3,0,2,1,1,0,1,2
41,0,Travel_Frequently,840,Research & Development,9,Bachelor,Medical,Low,Male,64,High,5,Research Director,High,Divorced,19419,3735,2,No,17,Excellent,Medium,1,21,2,Best,18,16,0,11,2.5,0.05263157894736842,16,233028,330123,3,1,1,0,3,1,1,0,5,0,0,0,0,2,1
27,0,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,High,Female,37,High,1,Laboratory Technician,Medium,Married,2811,12086,9,No,14,Excellent,Medium,1,4,2,Better,2,2,2,2,2.5,1.0,0,33732,39354,3,2,1,4,5,0,0,0,2,2,1,0,0,2,2
45,0,Non-Travel,248,Research & Development,23,College,Life Sciences,Very High,Male,42,High,2,Laboratory Technician,Low,Married,3633,14039,1,Yes,15,Excellent,High,1,9,2,Better,9,8,0,8,2.75,0.1,8,43596,54495,6,0,1,2,1,3,1,0,2,1,1,1,0,0,2
47,0,Travel_Rarely,955,Sales,4,College,Life Sciences,Very High,Female,83,High,2,Sales Executive,Very High,Single,4163,8571,1,Yes,17,Excellent,High,0,9,0,Better,9,0,0,7,3.5,0.1,0,49956,70771,6,2,2,2,1,3,0,0,7,3,2,1,0,0,2
30,1,Travel_Rarely,138,Research & Development,22,Bachelor,Life Sciences,Low,Female,48,High,1,Research Scientist,High,Married,2132,11539,4,Yes,11,Excellent,Medium,0,7,2,Better,5,2,0,1,2.25,0.16666666666666666,2,25584,23452,6,2,1,0,1,1,0,0,6,0,1,1,0,2,2
50,0,Travel_Rarely,939,Research & Development,24,Bachelor,Life Sciences,Very High,Male,95,High,4,Manufacturing Director,High,Married,13973,4161,3,Yes,18,Excellent,Very High,1,22,2,Better,12,11,1,5,3.5,0.15384615384615385,10,167676,251514,6,2,1,0,1,3,1,0,4,0,1,1,0,3,2
38,0,Travel_Frequently,1391,Research & Development,10,Below College,Medical,High,Male,66,High,1,Research Scientist,High,Married,2684,12127,0,No,17,Excellent,Medium,1,3,0,Good,2,1,0,2,2.5,0.3333333333333333,1,32208,45628,3,1,1,1,3,0,1,0,6,0,1,0,0,2,3
46,0,Travel_Rarely,566,Research & Development,7,College,Medical,Very High,Male,75,High,3,Manufacturing Director,High,Divorced,10845,24208,6,No,13,Excellent,Medium,1,13,3,Better,8,7,0,7,3.0,0.1111111111111111,7,130140,140985,3,2,1,2,3,3,1,0,4,0,0,0,0,2,2
24,0,Travel_Rarely,1206,Research & Development,17,Below College,Medical,Very High,Female,41,Medium,2,Manufacturing Director,High,Divorced,4377,24117,1,No,15,Excellent,Medium,2,5,6,Better,4,2,3,2,3.0,0.8,-1,52524,65655,2,2,1,1,3,3,0,2,4,0,0,0,0,2,2
35,1,Travel_Rarely,622,Research & Development,14,Master,Other,High,Male,39,Medium,1,Laboratory Technician,Medium,Divorced,3743,10074,1,Yes,24,Outstanding,Very High,1,5,2,Bad,4,2,0,2,2.5,0.2,2,44916,89832,4,2,1,4,4,0,1,2,2,2,0,1,1,3,0
31,0,Travel_Frequently,853,Research & Development,1,Below College,Life Sciences,High,Female,96,High,2,Manufacturing Director,Low,Married,4148,11275,1,No,12,Excellent,High,1,4,1,Better,4,3,0,3,2.5,0.2,3,49776,49776,3,1,1,1,1,0,0,0,4,1,1,0,0,0,2
18,0,Non-Travel,287,Research & Development,5,College,Life Sciences,Medium,Male,73,High,1,Research Scientist,Very High,Single,1051,13493,1,No,15,Excellent,Very High,0,0,2,Better,0,0,0,0,3.25,1.0,0,12612,15765,3,0,1,2,1,2,1,0,6,3,2,0,0,3,2
54,0,Travel_Rarely,1441,Research & Development,17,Bachelor,Technical Degree,High,Female,56,High,3,Manufacturing Director,High,Married,10739,13943,8,No,11,Excellent,High,1,22,2,Better,10,7,0,8,3.0,0.09090909090909091,7,128868,118129,3,2,1,0,5,0,0,0,4,0,1,0,0,0,2
35,0,Travel_Rarely,583,Research & Development,25,Master,Medical,High,Female,57,High,3,Healthcare Representative,High,Divorced,10388,6975,1,Yes,11,Excellent,High,1,16,3,Good,16,10,10,1,2.75,0.6470588235294118,0,124656,114268,6,2,1,4,3,0,0,0,0,0,0,1,0,0,3
30,0,Travel_Rarely,153,Research & Development,8,College,Life Sciences,Medium,Female,73,Very High,3,Research Director,Low,Married,11416,17802,0,Yes,12,Excellent,High,3,9,4,Good,8,7,1,7,2.0,0.2222222222222222,6,136992,136992,8,2,1,2,1,2,0,3,5,1,1,1,0,0,3
20,1,Travel_Rarely,1097,Research & Development,11,Bachelor,Medical,Very High,Female,98,Medium,1,Research Scientist,Low,Single,2600,18275,1,Yes,15,Excellent,Low,0,1,2,Better,1,0,0,0,2.25,0.5,0,31200,39000,4,2,1,0,3,3,0,2,6,1,2,1,0,1,2
30,1,Travel_Frequently,109,Research & Development,5,Bachelor,Medical,Medium,Female,60,High,1,Laboratory Technician,Medium,Single,2422,25725,0,No,17,Excellent,Low,0,4,3,Better,3,2,1,2,2.0,0.5,1,29064,41174,3,1,1,0,3,2,0,0,2,2,2,0,0,1,2
26,0,Travel_Rarely,1066,Research & Development,2,College,Medical,Very High,Male,32,Very High,2,Manufacturing Director,Very High,Married,5472,3334,1,No,12,Excellent,Medium,0,8,2,Better,8,7,1,3,3.25,0.2222222222222222,6,65664,65664,4,2,1,2,3,3,1,3,4,3,1,0,0,2,2
22,0,Travel_Rarely,217,Research & Development,8,Below College,Life Sciences,Medium,Male,94,Low,1,Laboratory Technician,Low,Married,2451,6881,1,No,15,Excellent,Low,1,4,3,Good,4,3,1,1,1.5,0.4,2,29412,36765,1,2,1,1,1,2,1,1,2,1,1,0,0,1,3
48,0,Travel_Rarely,277,Research & Development,6,Bachelor,Life Sciences,Low,Male,97,Medium,2,Healthcare Representative,High,Single,4240,13119,2,No,13,Excellent,Very High,0,19,0,Better,2,2,2,2,2.75,1.0,0,50880,55120,2,2,1,0,1,1,1,2,0,0,2,0,0,3,2
48,0,Travel_Rarely,1355,Research & Development,4,Master,Life Sciences,High,Male,78,Medium,3,Healthcare Representative,High,Single,10999,22245,7,No,14,Excellent,Medium,0,27,3,Better,15,11,4,8,2.75,0.3125,7,131988,153986,2,2,1,4,1,0,1,2,0,0,2,0,0,2,2
41,0,Travel_Rarely,549,Research & Development,7,College,Medical,Very High,Female,42,High,2,Manufacturing Director,High,Single,5003,23371,6,No,14,Excellent,Medium,0,8,6,Better,2,2,2,1,3.0,1.0,0,60036,70042,3,2,1,2,3,3,0,0,4,0,2,0,0,2,2
39,0,Travel_Rarely,466,Research & Development,1,Below College,Life Sciences,Very High,Female,65,Medium,4,Manufacturing Director,Very High,Married,12742,7060,1,No,16,Excellent,High,1,21,3,Better,21,6,11,8,3.5,0.5454545454545454,-5,152904,203872,2,2,1,1,1,3,0,2,4,3,1,0,0,0,2
27,0,Travel_Rarely,1055,Research & Development,2,Master,Life Sciences,Low,Female,47,High,2,Manufacturing Director,Very High,Married,4227,4658,0,No,18,Excellent,Medium,1,4,2,Better,3,2,2,2,2.5,0.75,0,50724,76086,3,2,1,4,1,1,0,0,4,3,1,0,0,2,2
35,0,Travel_Rarely,802,Research & Development,10,Bachelor,Other,Medium,Male,45,High,1,Laboratory Technician,Very High,Divorced,3917,9541,1,No,20,Outstanding,Low,1,3,4,Good,3,2,1,2,2.25,0.5,1,47004,78340,3,2,1,0,4,2,1,0,2,3,0,0,1,1,3
42,0,Travel_Rarely,265,Sales,5,College,Marketing,Very High,Male,90,High,5,Manager,High,Married,18303,7770,6,No,13,Excellent,Medium,0,21,3,Best,1,0,0,0,3.25,0.5,0,219636,237939,3,2,2,2,2,3,1,0,3,0,1,0,0,2,1
50,0,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,Low,Male,64,High,1,Laboratory Technician,Very High,Married,2380,20165,4,No,18,Excellent,Medium,0,8,5,Better,1,0,0,0,2.5,0.5,0,28560,42840,3,2,1,0,1,1,1,0,2,3,1,0,0,2,2
59,0,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,High,Female,69,Medium,4,Manufacturing Director,Very High,Single,13726,21829,3,Yes,13,Excellent,Low,0,30,4,Better,5,3,4,3,2.75,0.8333333333333334,-1,164712,178438,4,2,1,0,1,0,0,2,4,3,2,1,0,1,2
37,1,Travel_Rarely,1141,Research & Development,11,College,Medical,Low,Female,61,Low,2,Healthcare Representative,Medium,Married,4777,14382,5,No,15,Excellent,Low,0,15,2,Bad,1,0,0,0,1.25,0.5,0,57324,71655,1,2,1,2,3,1,0,1,0,2,1,0,0,1,0
55,0,Travel_Frequently,135,Research & Development,18,Master,Medical,High,Male,62,High,2,Healthcare Representative,Medium,Married,6385,12992,3,Yes,14,Excellent,Very High,2,17,3,Better,8,7,6,7,3.0,0.7777777777777778,1,76620,89390,6,1,1,4,3,0,1,0,0,2,1,1,0,3,2
41,0,Non-Travel,247,Research & Development,7,Below College,Life Sciences,Medium,Female,55,Low,5,Research Director,High,Divorced,19973,20284,1,No,22,Outstanding,Medium,2,21,3,Better,21,16,5,10,2.5,0.2727272727272727,11,239676,439406,1,0,1,1,1,2,0,1,5,0,0,0,1,2,2
38,0,Travel_Rarely,1035,Sales,3,Master,Life Sciences,Medium,Male,42,High,2,Sales Executive,Very High,Single,6861,4981,8,Yes,12,Excellent,High,0,19,1,Better,1,0,0,0,3.0,0.5,0,82332,82332,6,2,2,4,1,2,1,0,7,3,2,1,0,0,2
26,1,Non-Travel,265,Sales,29,College,Medical,Medium,Male,79,Low,2,Sales Executive,Low,Single,4969,21813,8,No,18,Excellent,Very High,0,7,6,Better,2,2,2,2,2.5,1.0,0,59628,89442,1,0,2,2,3,2,1,1,7,1,2,0,0,3,2
52,1,Travel_Rarely,266,Sales,2,Below College,Marketing,Low,Female,57,Low,5,Manager,Very High,Married,19845,25846,1,No,15,Excellent,Very High,1,33,3,Better,32,14,6,9,3.0,0.21212121212121213,8,238140,297675,1,2,2,1,2,1,0,1,3,3,1,0,0,3,2
44,0,Travel_Rarely,1448,Sales,28,Bachelor,Medical,Very High,Female,53,Very High,4,Sales Executive,Very High,Married,13320,11737,3,Yes,18,Excellent,High,1,23,2,Better,12,11,11,11,3.5,0.9230769230769231,0,159840,239760,8,2,2,0,3,3,0,3,7,3,1,1,0,0,2
50,0,Non-Travel,145,Sales,1,Bachelor,Life Sciences,Very High,Female,95,High,2,Sales Executive,High,Married,6347,24920,0,No,12,Excellent,Low,1,19,3,Better,18,7,0,13,2.75,0.05263157894736842,7,76164,76164,3,0,2,0,1,3,0,0,7,0,1,0,0,1,2
36,1,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,High,Female,43,Very High,1,Laboratory Technician,Low,Single,2743,8269,1,No,16,Excellent,High,0,18,1,Better,17,13,15,14,2.5,0.8888888888888888,-2,32916,43888,4,2,1,4,1,0,0,3,2,1,2,0,0,0,2
39,0,Travel_Frequently,945,Research & Development,22,Bachelor,Medical,Very High,Female,82,High,3,Manufacturing Director,Low,Single,10880,5083,1,Yes,13,Excellent,High,0,21,2,Better,21,6,2,8,2.75,0.13636363636363635,4,130560,141440,6,1,1,0,3,3,0,0,4,1,2,1,0,0,2
33,0,Non-Travel,1038,Sales,8,Below College,Life Sciences,Medium,Female,88,Medium,1,Sales Representative,Very High,Single,2342,21437,0,No,19,Excellent,Very High,0,3,2,Good,2,2,2,2,3.0,1.0,0,28104,44498,2,0,2,1,1,2,0,2,8,3,2,0,0,3,3
45,0,Travel_Rarely,1234,Sales,11,College,Life Sciences,Very High,Female,90,High,4,Manager,Very High,Married,17650,5404,3,No,13,Excellent,Medium,1,26,4,Best,9,3,1,1,3.5,0.2,2,211800,229450,3,2,2,2,1,3,0,0,3,3,1,0,0,2,1
32,0,Non-Travel,1109,Research & Development,29,Master,Medical,Very High,Female,69,High,1,Laboratory Technician,High,Single,4025,11135,9,No,12,Excellent,Medium,0,10,2,Better,8,7,7,7,3.0,0.8888888888888888,0,48300,48300,3,0,1,4,3,3,0,0,2,0,2,0,0,2,2
34,0,Travel_Rarely,216,Sales,1,Master,Marketing,Medium,Male,75,Very High,2,Sales Executive,Very High,Divorced,9725,12278,0,No,11,Excellent,Very High,1,16,2,Good,15,1,0,9,3.0,0.0625,1,116700,106975,4,2,2,4,2,2,1,3,7,3,0,0,0,3,3
59,0,Travel_Rarely,1089,Sales,1,College,Technical Degree,Medium,Male,66,High,3,Manager,Very High,Married,11904,11038,3,Yes,14,Excellent,High,1,14,1,Bad,6,4,0,4,2.5,0.14285714285714285,4,142848,166656,6,2,2,2,5,2,1,0,3,3,1,1,0,0,0
45,0,Travel_Rarely,788,Human Resources,24,Master,Medical,Medium,Male,36,High,1,Human Resources,Medium,Single,2177,8318,1,No,16,Excellent,Low,0,6,3,Better,6,3,0,4,2.0,0.14285714285714285,3,26124,34832,3,2,0,4,3,2,1,0,1,2,2,0,0,1,2
53,0,Travel_Frequently,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,3,Sales Executive,Medium,Married,7525,23537,2,No,12,Excellent,Low,1,30,2,Better,15,7,6,12,2.25,0.4375,1,90300,90300,2,1,2,0,2,0,0,2,7,2,1,0,0,1,2
36,1,Travel_Rarely,660,Research & Development,15,Bachelor,Other,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,7858,7,No,14,Excellent,Medium,1,9,3,Good,1,0,0,0,2.0,0.5,0,58008,67676,3,2,1,0,4,1,1,0,2,0,0,0,0,2,3
26,1,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,Low,Male,57,High,1,Research Scientist,Low,Married,2042,15346,6,Yes,14,Excellent,Medium,1,6,2,Better,3,2,1,2,1.75,0.5,1,24504,28588,6,1,1,0,1,1,1,0,6,1,1,1,0,2,2
34,0,Travel_Rarely,1333,Sales,10,Master,Life Sciences,High,Female,87,High,1,Sales Representative,High,Married,2220,18410,1,Yes,19,Excellent,Very High,1,1,2,Better,1,1,0,0,3.25,0.5,1,26640,42180,6,2,2,4,1,0,0,0,8,0,1,1,0,3,2
28,0,Travel_Rarely,1144,Sales,10,Below College,Medical,Very High,Male,74,High,1,Sales Representative,Medium,Married,1052,23384,1,No,22,Outstanding,Medium,0,1,5,Better,1,0,0,0,2.75,0.5,0,12624,23144,3,2,2,1,3,3,1,0,8,2,1,0,1,2,2
38,0,Travel_Frequently,1186,Research & Development,3,Master,Other,High,Male,44,High,1,Research Scientist,High,Married,2821,2997,3,No,16,Excellent,Low,1,8,2,Better,2,2,2,2,2.5,1.0,0,33852,45136,3,1,1,4,4,0,1,0,6,0,1,0,0,1,2
50,0,Travel_Rarely,1464,Research & Development,2,Master,Medical,Medium,Male,62,High,5,Research Director,High,Married,19237,12853,2,Yes,11,Excellent,Very High,1,29,2,Good,8,1,7,7,2.75,0.8888888888888888,-6,230844,211607,6,2,1,4,3,2,1,0,5,0,1,1,0,3,3
37,0,Travel_Rarely,124,Research & Development,3,Bachelor,Other,Very High,Female,35,High,2,Healthcare Representative,Medium,Single,4107,13848,3,No,15,Excellent,Low,0,8,3,Good,4,3,0,1,2.25,0.2,3,49284,61605,3,2,1,0,4,3,0,0,0,2,2,0,0,1,3
40,0,Travel_Rarely,300,Sales,26,Bachelor,Marketing,High,Male,74,High,2,Sales Executive,Low,Married,8396,22217,1,No,14,Excellent,Medium,1,8,3,Good,7,7,7,5,2.0,1.0,0,100752,117544,3,2,2,0,2,0,1,0,7,1,1,0,0,2,3
26,0,Travel_Frequently,921,Research & Development,1,Below College,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2007,25265,1,No,13,Excellent,High,2,5,5,Better,5,3,1,3,2.5,0.3333333333333333,2,24084,26091,2,1,1,1,3,1,0,2,6,0,0,0,0,0,2
46,0,Travel_Rarely,430,Research & Development,1,Master,Medical,Very High,Male,40,High,5,Research Director,Very High,Divorced,19627,21445,9,No,17,Excellent,Very High,2,23,0,Better,2,2,2,2,3.75,1.0,0,235524,333659,3,2,1,4,3,3,1,0,5,3,0,0,0,3,2
54,0,Travel_Rarely,1082,Sales,2,Master,Life Sciences,High,Female,41,Medium,3,Sales Executive,High,Married,10686,8392,6,No,11,Excellent,Medium,1,13,4,Better,9,4,7,0,2.75,0.8,-3,128232,117546,2,2,2,4,1,0,0,2,7,0,1,0,0,2,2
56,0,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,Low,Female,63,High,1,Research Scientist,High,Married,2942,12154,2,No,19,Excellent,Medium,1,18,4,Better,5,4,0,3,2.25,0.16666666666666666,4,35304,55898,3,1,1,0,3,1,0,0,6,0,1,0,0,2,2
36,0,Travel_Rarely,796,Research & Development,12,Doctor,Medical,Very High,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,15669,0,No,11,Excellent,Medium,0,15,2,Good,14,8,7,8,3.0,0.5333333333333333,1,106296,97438,2,2,1,3,3,3,0,2,4,3,2,0,0,2,3
55,0,Non-Travel,444,Research & Development,2,Below College,Medical,High,Male,40,Medium,4,Manager,Low,Single,16756,17323,7,No,15,Excellent,Medium,0,31,3,Best,9,7,6,2,2.5,0.7,1,201072,251340,2,0,1,1,3,0,1,2,3,1,2,0,0,2,1
43,0,Travel_Rarely,415,Sales,25,Bachelor,Medical,High,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,Excellent,High,1,18,5,Better,1,0,0,0,3.25,0.5,0,129576,140374,2,2,2,0,3,0,1,2,7,3,0,0,0,0,2
20,1,Travel_Frequently,769,Sales,9,Bachelor,Marketing,Very High,Female,54,High,1,Sales Representative,Very High,Single,2323,17205,1,Yes,14,Excellent,Medium,0,2,3,Better,2,2,0,2,3.25,0.3333333333333333,2,27876,32522,6,1,2,0,2,3,0,0,8,3,2,1,0,2,2
21,1,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,High,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1,No,13,Excellent,Low,0,1,6,Good,1,0,1,0,1.75,1.0,-1,16992,18408,2,2,1,0,1,0,0,2,2,1,2,0,0,1,3
